firm,title,location,geo,daysAgo,effectiveDate,dateSource,datePosted,firstSeen,ats,url
Gensler,Technical Designer - Mixed-Use/Residential - Senior,"Los Angeles, CA, US",us,7,2026-06-23,posted,Posted 7 Days Ago,2026-06-30,workday,https://gensler.wd1.myworkdayjobs.com/job/Los-Angeles-CA-US/Technical-Designer---Mixed-Use-Residential---Senior_R-17950-1
Perkins & Will,Senior Urban Designer - Project Manager,Atlanta,us,7,2026-06-23,posted,2026-06-23T15:14:37.937Z,2026-06-30,ultipro,https://recruiting2.ultipro.com/PER1007PWILL/JobBoard/0ca393a4-bf82-4db6-acae-91e6a0315a4a/OpportunityDetail?opportunityId=c792cb83-1cf6-43d2-9f3e-13e51f69ad6b
HKS Architects,Job Captain - Mission Critical,Atlanta,us,7,2026-06-23,posted,Posted 7 Days Ago,2026-06-30,workday,https://hksinc.wd501.myworkdayjobs.com/job/Atlanta/Job-Captain---Mission-Critical_2026-03561
Stantec,Mechanical Project Designer,"Chicago, IL, United States",us,7,2026-06-23,posted,2026-06-23,2026-06-30,oracle-cloud,https://hdhl.fa.us6.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/1006420
Stantec,Senior Interior Designer,"Boston, MA, United States",us,7,2026-06-23,posted,2026-06-23,2026-06-30,oracle-cloud,https://hdhl.fa.us6.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/1006447
AECOM,"Senior Architect (Licensed Building Architect), Data Centers - Remote (U.S.)","Colombus, OH, us",us,7,2026-06-23,posted,2026-06-23T18:11:35.505Z,2026-06-30,smartrecruiters,https://jobs.smartrecruiters.com/AECOM2/https://api.smartrecruiters.com/v1/companies/AECOM2/postings/744000133669571
AECOM,"Senior Architect (Licensed Building Architect), Data Centers - Remote (U.S.)","Phoenix, AZ, us",us,7,2026-06-23,posted,2026-06-23T18:10:36.131Z,2026-06-30,smartrecruiters,https://jobs.smartrecruiters.com/AECOM2/https://api.smartrecruiters.com/v1/companies/AECOM2/postings/744000133672539
AECOM,"Senior Architect (Licensed Building Architect), Data Centers - Remote (U.S.)","Dallas, Texas, us",us,7,2026-06-23,posted,2026-06-23T18:09:43.987Z,2026-06-30,smartrecruiters,https://jobs.smartrecruiters.com/AECOM2/https://api.smartrecruiters.com/v1/companies/AECOM2/postings/744000133671204
AECOM,"Senior Architectural Designer, Data Centers - Remote (U.S.)","Phoenix, Arizona, us",us,7,2026-06-23,posted,2026-06-23T18:01:32.265Z,2026-06-30,smartrecruiters,https://jobs.smartrecruiters.com/AECOM2/https://api.smartrecruiters.com/v1/companies/AECOM2/postings/744000133668296
AECOM,"Senior Architectural Designer, Data Centers - Remote (U.S.)","Dallas, Texas, us",us,7,2026-06-23,posted,2026-06-23T18:00:47.769Z,2026-06-30,smartrecruiters,https://jobs.smartrecruiters.com/AECOM2/https://api.smartrecruiters.com/v1/companies/AECOM2/postings/744000133670538
Gensler,Designer - Mid Level,"Houston, TX, US",us,8,2026-06-22,posted,Posted 8 Days Ago,2026-06-30,workday,https://gensler.wd1.myworkdayjobs.com/job/Houston-TX-US/Designer---Mid-Level_R-17924
Gensler,Architect - Cities - Senior,"Seattle, WA, US",us,8,2026-06-22,posted,Posted 8 Days Ago,2026-06-30,workday,https://gensler.wd1.myworkdayjobs.com/job/Seattle-WA-US/Architect---Cities---Senior_R-17928
Gensler,Technical Designer - Senior,"San Jose, CA, US",us,8,2026-06-22,posted,Posted 8 Days Ago,2026-06-30,workday,https://gensler.wd1.myworkdayjobs.com/job/San-Jose-CA-US/Technical-Designer---Senior_R-17661-1
Perkins & Will,Project Architect,Los Angeles,us,8,2026-06-22,posted,2026-06-22T21:36:25.686Z,2026-06-30,ultipro,https://recruiting2.ultipro.com/PER1007PWILL/JobBoard/0ca393a4-bf82-4db6-acae-91e6a0315a4a/OpportunityDetail?opportunityId=e55e029e-2e2a-4d4a-8ca6-7b73c353420c
Perkins & Will,Interior Designer II,Atlanta,us,8,2026-06-22,posted,2026-06-22T19:57:58.506Z,2026-06-30,ultipro,https://recruiting2.ultipro.com/PER1007PWILL/JobBoard/0ca393a4-bf82-4db6-acae-91e6a0315a4a/OpportunityDetail?opportunityId=a94ec597-2955-4772-bbde-9566e8b7a4fc
Perkins & Will,Interior Designer I,Atlanta,us,8,2026-06-22,posted,2026-06-22T19:50:44.852Z,2026-06-30,ultipro,https://recruiting2.ultipro.com/PER1007PWILL/JobBoard/0ca393a4-bf82-4db6-acae-91e6a0315a4a/OpportunityDetail?opportunityId=8b8c9d16-2090-4700-8c71-bd5f93ab2489
Stantec,Senior Project Architect - Healthcare,"Phoenix, AZ, United States",us,8,2026-06-22,posted,2026-06-22,2026-06-30,oracle-cloud,https://hdhl.fa.us6.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/1004641
Stantec,Senior Architectural Designer,"Phoenix, AZ, United States",us,8,2026-06-22,posted,2026-06-22,2026-06-30,oracle-cloud,https://hdhl.fa.us6.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/1006418
Stantec,Urban Planner (Designer),"Washington, DC, United States",us,8,2026-06-22,posted,2026-06-22,2026-06-30,oracle-cloud,https://hdhl.fa.us6.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/1006414
WSP USA,Lead Architect - Industrial,"Meridian, ID, United States",us,8,2026-06-22,posted,2026-06-22,2026-06-30,oracle-cloud,https://emit.fa.ca3.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_2001/job/89578
WSP USA,Lead Architectural Historian,"Reno, NV, United States",us,8,2026-06-22,posted,2026-06-22,2026-06-30,oracle-cloud,https://emit.fa.ca3.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_2001/job/89585
WATG,Sustainability Designer I,Los Angeles,us,8,2026-06-22,posted,2026-06-22T13:32:43.853Z,2026-06-30,ultipro,https://recruiting2.ultipro.com/WAT1003WATG/JobBoard/40a8f4fc-f7d8-4099-97da-169f37ab8e95/OpportunityDetail?opportunityId=a152c309-d830-4c47-a854-7ad98b6274c2
Stantec,Project Architect,"Pittsburgh, PA, United States",us,11,2026-06-19,posted,2026-06-19,2026-06-30,oracle-cloud,https://hdhl.fa.us6.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/1006357
AECOM,Relocate to Australia: Associate Director - Project Architect (NSQEP),"Bremerton, US, us",us,11,2026-06-19,posted,2026-06-19T11:12:22.034Z,2026-06-30,smartrecruiters,https://jobs.smartrecruiters.com/AECOM2/https://api.smartrecruiters.com/v1/companies/AECOM2/postings/744000133047039
AECOM,Relocate to Australia: Associate Director - Project Architect (NSQEP),"San Diego, US, us",us,11,2026-06-19,posted,2026-06-19T11:11:30.268Z,2026-06-30,smartrecruiters,https://jobs.smartrecruiters.com/AECOM2/https://api.smartrecruiters.com/v1/companies/AECOM2/postings/744000133045120
AECOM,Relocate to Australia: Associate Director - Project Architect (NSQEP),"Seattle, US, us",us,11,2026-06-19,posted,2026-06-19T11:10:40.611Z,2026-06-30,smartrecruiters,https://jobs.smartrecruiters.com/AECOM2/https://api.smartrecruiters.com/v1/companies/AECOM2/postings/744000133046789
AECOM,Relocate to Australia: Associate Director - Project Architect (NSQEP),"Honolulu, US, us",us,11,2026-06-19,posted,2026-06-19T11:10:00.658Z,2026-06-30,smartrecruiters,https://jobs.smartrecruiters.com/AECOM2/https://api.smartrecruiters.com/v1/companies/AECOM2/postings/744000133046574
AECOM,Relocate to Australia: Associate Director - Project Architect (NSQEP),"Groton, US, us",us,11,2026-06-19,posted,2026-06-19T11:09:21.785Z,2026-06-30,smartrecruiters,https://jobs.smartrecruiters.com/AECOM2/https://api.smartrecruiters.com/v1/companies/AECOM2/postings/744000133046679
AECOM,Relocate to Australia: Associate Director - Project Architect (NSQEP),"Norfolk, US, us",us,11,2026-06-19,posted,2026-06-19T11:07:14.174Z,2026-06-30,smartrecruiters,https://jobs.smartrecruiters.com/AECOM2/https://api.smartrecruiters.com/v1/companies/AECOM2/postings/744000133045746
AECOM,Relocate to Australia: Associate Director - Project Architect (NSQEP),"Kings Bay, US, us",us,11,2026-06-19,posted,2026-06-19T11:06:32.492Z,2026-06-30,smartrecruiters,https://jobs.smartrecruiters.com/AECOM2/https://api.smartrecruiters.com/v1/companies/AECOM2/postings/744000133046100
AECOM,Relocate to Australia: Associate Director – Architecture (NSQEP),"Bremmerton, US, us",us,11,2026-06-19,posted,2026-06-19T10:21:13.021Z,2026-06-30,smartrecruiters,https://jobs.smartrecruiters.com/AECOM2/https://api.smartrecruiters.com/v1/companies/AECOM2/postings/744000133037219
AECOM,Relocate to Australia: Associate Director – Architecture (NSQEP),"San Diego, US, us",us,11,2026-06-19,posted,2026-06-19T10:20:22.334Z,2026-06-30,smartrecruiters,https://jobs.smartrecruiters.com/AECOM2/https://api.smartrecruiters.com/v1/companies/AECOM2/postings/744000133037049
AECOM,Relocate to Australia: Associate Director – Architecture (NSQEP),"Seattle, US, us",us,11,2026-06-19,posted,2026-06-19T10:19:40.733Z,2026-06-30,smartrecruiters,https://jobs.smartrecruiters.com/AECOM2/https://api.smartrecruiters.com/v1/companies/AECOM2/postings/744000133035753
AECOM,Relocate to Australia: Associate Director – Architecture (NSQEP),"Honolulu, US, us",us,11,2026-06-19,posted,2026-06-19T10:19:00.965Z,2026-06-30,smartrecruiters,https://jobs.smartrecruiters.com/AECOM2/https://api.smartrecruiters.com/v1/companies/AECOM2/postings/744000133035944
AECOM,Relocate to Australia: Associate Director – Architecture (NSQEP),"Groton, US, us",us,11,2026-06-19,posted,2026-06-19T10:18:08.875Z,2026-06-30,smartrecruiters,https://jobs.smartrecruiters.com/AECOM2/https://api.smartrecruiters.com/v1/companies/AECOM2/postings/744000133035567
AECOM,Relocate to Australia: Associate Director – Architecture (NSQEP),"Norfolk, US, us",us,11,2026-06-19,posted,2026-06-19T10:17:10.051Z,2026-06-30,smartrecruiters,https://jobs.smartrecruiters.com/AECOM2/https://api.smartrecruiters.com/v1/companies/AECOM2/postings/744000133036469
AECOM,Relocate to Australia: Associate Director – Architecture (NSQEP),"Kings Bay, US, us",us,11,2026-06-19,posted,2026-06-19T10:16:14.339Z,2026-06-30,smartrecruiters,https://jobs.smartrecruiters.com/AECOM2/https://api.smartrecruiters.com/v1/companies/AECOM2/postings/744000133035504
Gensler,Designer – Interiors – Mid Level,"Los Angeles, CA, US",us,12,2026-06-18,posted,Posted 12 Days Ago,2026-06-30,workday,https://gensler.wd1.myworkdayjobs.com/job/Los-Angeles-CA-US/Designer---Interiors---Mid-Level_R-17911
Gensler,Technical Designer - Critical Facilities - Mid Level,"San Jose, CA, US",us,12,2026-06-18,posted,Posted 12 Days Ago,2026-06-30,workday,https://gensler.wd1.myworkdayjobs.com/job/San-Jose-CA-US/Technical-Designer---Advanced-Technology---Mid-Level_R-16125
Gensler,Architect - Senior,"Houston, TX, US",us,12,2026-06-18,posted,Posted 12 Days Ago,2026-06-30,workday,https://gensler.wd1.myworkdayjobs.com/job/Houston-TX-US/Architect---Senior_R-17910
Gensler,Architect - Mid Level,"Nashville, TN, US",us,12,2026-06-18,posted,Posted 12 Days Ago,2026-06-30,workday,https://gensler.wd1.myworkdayjobs.com/job/Nashville-TN-US/Architect---Mid-Level_R-16048
Gensler,Designer - Architecture - Mid Level,"Kansas City, MO, US",us,12,2026-06-18,posted,Posted 12 Days Ago,2026-06-30,workday,https://gensler.wd1.myworkdayjobs.com/job/Kansas-City-MO-US/Designer---Architecture---Mid-Level_R-16238
Gensler,Architect - Sports - Mid Level,"Austin, TX, US",us,12,2026-06-18,posted,Posted 12 Days Ago,2026-06-30,workday,https://gensler.wd1.myworkdayjobs.com/job/Austin-TX-US/Architect---Sports---Mid-Level_R-17233
Gensler,Architect - Critical Facilities - Mid Level,"Austin, TX, US",us,12,2026-06-18,posted,Posted 12 Days Ago,2026-06-30,workday,https://gensler.wd1.myworkdayjobs.com/job/Austin-TX-US/Architect---Critical-Facilities---Mid-Level_R-17045
Gensler,Technical Designer - Critical Facilities - Junior,"Austin, TX, US",us,12,2026-06-18,posted,Posted 12 Days Ago,2026-06-30,workday,https://gensler.wd1.myworkdayjobs.com/job/Austin-TX-US/Technical-Designer---Critical-Facilities---Junior_R-17046-1
Stantec,Information & Communications Technology (ICT) Designer - Buildings Government Services,"Richmond, VA, United States",us,12,2026-06-18,posted,2026-06-18,2026-06-30,oracle-cloud,https://hdhl.fa.us6.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/1005858
Stantec,Landscape Architecture Intern (Fall 2026),"New York, NY, United States",us,12,2026-06-18,posted,2026-06-18,2026-06-30,oracle-cloud,https://hdhl.fa.us6.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/1006352
AECOM,Roadway Lighting Engineers and Designers,"Miami, FL, us",us,12,2026-06-18,posted,2026-06-18T18:20:59.702Z,2026-06-30,smartrecruiters,https://jobs.smartrecruiters.com/AECOM2/https://api.smartrecruiters.com/v1/companies/AECOM2/postings/744000132927089
AECOM,Roadway Lighting Engineers and Designers,"Tallahassee, FL, us",us,12,2026-06-18,posted,2026-06-18T18:20:34.607Z,2026-06-30,smartrecruiters,https://jobs.smartrecruiters.com/AECOM2/https://api.smartrecruiters.com/v1/companies/AECOM2/postings/744000132927049
AECOM,Roadway Lighting Engineers and Designers,"Tampa, FL, us",us,12,2026-06-18,posted,2026-06-18T18:12:28.246Z,2026-06-30,smartrecruiters,https://jobs.smartrecruiters.com/AECOM2/https://api.smartrecruiters.com/v1/companies/AECOM2/postings/744000132926289
AECOM,Roadway Lighting Engineers and Designers,"Charleston, SC, us",us,12,2026-06-18,posted,2026-06-18T18:11:50.110Z,2026-06-30,smartrecruiters,https://jobs.smartrecruiters.com/AECOM2/https://api.smartrecruiters.com/v1/companies/AECOM2/postings/744000132926269
AECOM,Roadway Lighting Engineers and Designers,"Greenville, SC, us",us,12,2026-06-18,posted,2026-06-18T18:10:48.030Z,2026-06-30,smartrecruiters,https://jobs.smartrecruiters.com/AECOM2/https://api.smartrecruiters.com/v1/companies/AECOM2/postings/744000132924480
AECOM,Roadway Lighting Engineers and Designers,"Charlotte, NC, us",us,12,2026-06-18,posted,2026-06-18T18:09:55.669Z,2026-06-30,smartrecruiters,https://jobs.smartrecruiters.com/AECOM2/https://api.smartrecruiters.com/v1/companies/AECOM2/postings/744000132925383
AECOM,Roadway Lighting Engineers and Designers,"Columbia, SC, us",us,12,2026-06-18,posted,2026-06-18T18:09:04.566Z,2026-06-30,smartrecruiters,https://jobs.smartrecruiters.com/AECOM2/https://api.smartrecruiters.com/v1/companies/AECOM2/postings/744000132925868
AECOM,Roadway Lighting Engineers and Designers,"Birmingham, AL, us",us,12,2026-06-18,posted,2026-06-18T18:08:37.282Z,2026-06-30,smartrecruiters,https://jobs.smartrecruiters.com/AECOM2/https://api.smartrecruiters.com/v1/companies/AECOM2/postings/744000132925809
AECOM,Roadway Lighting Engineers and Designers,"Montgomery, AL, us",us,12,2026-06-18,posted,2026-06-18T18:08:00.075Z,2026-06-30,smartrecruiters,https://jobs.smartrecruiters.com/AECOM2/https://api.smartrecruiters.com/v1/companies/AECOM2/postings/744000132924564
AECOM,Roadway Lighting Engineers and Designers,"Mobile, AL, us",us,12,2026-06-18,posted,2026-06-18T18:07:23.261Z,2026-06-30,smartrecruiters,https://jobs.smartrecruiters.com/AECOM2/https://api.smartrecruiters.com/v1/companies/AECOM2/postings/744000132925449
AECOM,Roadway Lighting Engineers and Designers,"Memphis, TN, us",us,12,2026-06-18,posted,2026-06-18T18:03:19.176Z,2026-06-30,smartrecruiters,https://jobs.smartrecruiters.com/AECOM2/https://api.smartrecruiters.com/v1/companies/AECOM2/postings/744000132924114
AECOM,Roadway Lighting Engineers and Designers,"Knoxville, TN, us",us,12,2026-06-18,posted,2026-06-18T18:01:56.120Z,2026-06-30,smartrecruiters,https://jobs.smartrecruiters.com/AECOM2/https://api.smartrecruiters.com/v1/companies/AECOM2/postings/744000132924819
